mail_id,gonderen_ad,konu,govde,kategori,aciliyet,tarih
114,Anonim,Hatalı ürün: urun güzel fakat defolu bariz bisekilde görüluyo k...,urun güzel fakat defolu bariz bisekilde görüluyo kalite kontrol 0 iade,teknik,1,2026-03-30 19:57
115,Anonim,Hatalı ürün: Ürünün kullanılmış ve yıpranmış olduğu net bir şek...,Ürünün kullanılmış ve yıpranmış olduğu net bir şekilde görülüyor. Ayakkabının kemerine ekstra delik açılmış milladan asla beklemezdim. Resmen kandırmak bu verdiğimiz paranın karşılığı bu olmamalı.,teknik,1,2026-03-21 19:57
116,Anonim,Arıza: Dikim hatasi var begenmedlm iade,Dikim hatasi var begenmedlm iade,teknik,1,2026-02-27 19:57
117,Gamze Çetin,İade onayı bekliyorum,"12.04.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP863214

İyi günler dilerim,
Gamze Çetin",iade,3,2026-04-10 10:35
118,Anonim,Değişim: Etek diye sipariş verdim şort geldi. Resimde etek...,Etek diye sipariş verdim şort geldi. Resimde etek gösteriyorsunuz ama şort gondermişsiniz,iade,1,2026-04-23 19:57
119,Anonim,Ürün sorunu: Ürün güzel ama defolu geldi. Yıkadıktan sonra fark...,Ürün güzel ama defolu geldi. Yıkadıktan sonra farkettiğim için iade edemiyorum,teknik,1,2026-03-16 19:57
120,Onur Yıldırım,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 2450 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP460857

İyi günler dilerim,
Onur Yıldırım",fatura,4,2026-04-03 10:35
121,Anonim,Kalite şikayeti: Ürünü bir yıkamada bozuldu30 derecede yıkadım. Dik...,Ürünü bir yıkamada bozuldu30 derecede yıkadım. Dikiş yerleri yıkamadan sonra içi dışında duruyor.,teknik,1,2026-04-04 19:57
122,Anonim,Arıza: ilk elde yikamama ragmen uzun dal gibi olan yerler...,ilk elde yikamama ragmen uzun dal gibi olan yerlerdeki boncuklarinin rengi soyuldu,teknik,1,2026-04-07 19:57
123,Anonim,Ürün sorunu: Defolu ürün gönderildi. 172-63 kg 36 beden istediğ...,Defolu ürün gönderildi. 172-63 kg 36 beden istediğim bollukta oldu.,teknik,1,2026-03-17 19:57
124,Anonim,Hatalı ürün: Ürün kolu yırtık göndermişler,Ürün kolu yırtık göndermişler,teknik,1,2026-03-08 19:57
125,Mustafa Öztürk,Ürün TEHLİKELİ,"Aldığım robot süpürge kullanırken kıvılcım çıkardı, neredeyse yangın çıkıyordu! Çocuğumun yanında kullanıyordum, bir şey olsa kim sorumlu olacaktı? Bu ürün geri çağrılmalı!!

İyi günler dilerim,
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,5,2026-04-05 10:35
126,Anonim,Ürün sorunu: Ürün beyaz değil kesinlikle krem çok uzun,Ürün beyaz değil kesinlikle krem çok uzun,teknik,1,2026-03-09 19:57
127,Anonim,Yanlış ürün: XL beden aldığım halde beyaz olan siyahtan yaklaşı...,XL beden aldığım halde beyaz olan siyahtan yaklaşık 2 beden dar geldi! Fotoğraflarda görebilirsiniz,iade,1,2026-04-23 19:57
128,Anonim,Beden sorunu: Korkunç derece de kalitesiz olup,Korkunç derece de kalitesiz olup,iade,1,2026-04-23 19:57
129,Anonim,Arıza: Kollarında yağ lekesiyle geldi umarım yıkayınca çı...,Kollarında yağ lekesiyle geldi umarım yıkayınca çıkar.,teknik,2,2026-04-06 19:57
130,Anonim,"Arıza: hiç hoş bir kumaşı yok. Aldığıma pişman oldum , bi...","hiç hoş bir kumaşı yok. Aldığıma pişman oldum , bir defa yıkarsam renklerin tamamen karisacagindan şüpheliyim.",teknik,1,2026-03-26 19:57
131,Hasan Koç,İade onayı bekliyorum,"03.03.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP693343

> Hasan Koç şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,3,2026-03-30 10:35
132,Anonim,Hatalı ürün: Kazak görünümü çok güzeldi faka 2. Giymeden yünlen...,Kazak görünümü çok güzeldi faka 2. Giymeden yünlenme yaptı hemde çok fazla kullanışlı değil,teknik,1,2026-03-09 19:57
133,Anonim,Kalite şikayeti: Modelinden mi bilmiyorum ama renkleri soluk sanki...,Modelinden mi bilmiyorum ama renkleri soluk sanki eskimiş gibi duruyor ama rahatlığı iyi tabi,teknik,1,2026-03-16 19:57
134,Anonim,"Hatalı ürün: Defolu geldi, hiç mi dikkat etmiyorsunuz, değişim...","Defolu geldi, hiç mi dikkat etmiyorsunuz, değişim için gönderdim bakalım napacaklar ona göre yorum güncellemesi yapacağım",teknik,1,2026-03-06 19:57
135,Anonim,İade talebi: ayrıca kolları kısa. Bir beden büyük sipariş verme...,ayrıca kolları kısa. Bir beden büyük sipariş vermek istiyorum. Bakalım hasarsız ulaşacak mı,iade,1,2026-03-22 19:57
136,Emine Aydın,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP607699

Teşekkürler,
Emine Aydın
Tel: 05476007984

> Emine Aydın şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,2,2026-04-03 10:35
137,Anonim,Kalite şikayeti: yedek düğmesi yoktu,yedek düğmesi yoktu,teknik,1,2026-04-06 19:57
138,Hüseyin Doğan,Ürün beğenilmedi,"İyi günler, aldığım spor ayakkabı beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.",iade,2,2026-04-03 10:35
139,Selin Aksoy,ÇİFT ÇEKİM YAPILDI,"Hesabımdan AYNI siparişin tutarı İKİ KEZ çekildi! 149 TL fazladan paramı alın geri verin. Bankayı arıyorum şu an. Sipariş: SP822689

Saygılarımla,
Selin Aksoy",fatura,5,2026-04-08 10:35
140,Hüseyin Doğan,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 2450 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

Teşekkürler,
Hüseyin Doğan
Tel: 05469986747

----- Önceki Mesaj -----
Merhaba Hüseyin Doğan,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-20 10:35
141,Anonim,Yanlış ürün: m beden giymeme rağmen çok bol oldu,m beden giymeme rağmen çok bol oldu,iade,1,2026-03-03 19:57
142,Anonim,Ürün sorunu: heryerinde tüyler var,heryerinde tüyler var,teknik,1,2026-04-25 19:57
143,Anonim,Beden sorunu: S beden gondermisler L siparis vermistim dikkat et...,S beden gondermisler L siparis vermistim dikkat etmiyolar bile,iade,1,2026-03-25 19:57
144,Anonim,Kalite şikayeti: Bembeyaz tişörtte bu işaretler nasıl görünmeden yo...,Bembeyaz tişörtte bu işaretler nasıl görünmeden yollanır saçmalık aciliyeti olduğu için iade edemiyorum kurdeleleri söküp dikicem onun dışında tişört güzel,teknik,3,2026-03-29 19:57
145,Anonim,"Arıza: inanılmaz ince ve inanilmaz kalitesiz, etek altı a...","inanılmaz ince ve inanilmaz kalitesiz, etek altı astar gibi..bi şekilde giyer miyim dedim ama yok iade",teknik,1,2026-03-25 19:57
146,Anonim,Ürün sorunu: Kolu yırtılmış bir şekilde geldi değişim için gönd...,Kolu yırtılmış bir şekilde geldi değişim için gönderdim günlerdir bekliyorum hala kargoya verilmedi destek talebi oluşturdum 3 iş günü içerisinde dönüş yapılacak deniyor daha kaç gün bekleyeceğim acaba,teknik,3,2026-04-03 19:57
147,Anonim,"Arıza: Ürün lekeli geldi, iade.","Ürün lekeli geldi, iade.",teknik,2,2026-04-21 19:57
148,Anonim,Arıza: Ürün çok güzel ama okadar özensiz bir şekilde geld...,Ürün çok güzel ama okadar özensiz bir şekilde geldi ki düğmenin biri yok,teknik,1,2026-03-25 19:57
149,Anonim,Arıza: Çok ince bol dokusu güzel değil,Çok ince bol dokusu güzel değil,teknik,1,2026-03-28 19:57
150,Anonim,Ürün sorunu: Ürünlerde yıkama sonrası lekeler oluştu,Ürünlerde yıkama sonrası lekeler oluştu,teknik,2,2026-04-04 19:57
151,Anonim,Arıza: Ürün bugün elime LEKELİ ulaştı ne lekesi olduğunu...,Ürün bugün elime LEKELİ ulaştı ne lekesi olduğunu bilmiyorum ve çıkmıyor,teknik,2,2026-03-27 19:57
152,Anonim,Arıza: Eteği çok beğenerek aldım ama dikişi açılmıştı onu...,Eteği çok beğenerek aldım ama dikişi açılmıştı onu hallederdim ama boydan bi kısmının uzun olması normal mı anlamadım çok üzülerek iade edeceğim,teknik,1,2026-04-03 19:57
153,Anonim,Kalite şikayeti: Kazağın kumaşı güzel fakat kurdeleler çok özensiz...,"Kazağın kumaşı güzel fakat kurdeleler çok özensiz şekilde, malesef iade",teknik,1,2026-04-07 19:57
154,Anonim,Beden sorunu: Görseldekiyle alakası yok kısacık ve s beden olmas...,Görseldekiyle alakası yok kısacık ve s beden olmasına rağmen bol geldi. Ayrıca paketleme özensiz sadece kargo poşetine koyup göndermişler…. Beğenerek almıştım ama Üzülerek İade,iade,1,2026-04-07 19:57
155,Anonim,Yanlış ürün: Ben etek sipariş vermiştim ama yanlış geldiği için...,Ben etek sipariş vermiştim ama yanlış geldiği için giyemedim ve tam tatile gittiğim zamanda geldi iade edemedim de,iade,2,2026-03-11 19:57
156,Onur Yıldırım,Kargo şirketi rezalet,"yatak takımı siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!

Teşekkürler,
Onur Yıldırım
Tel: 05551109031

> Onur Yıldırım şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",kargo,4,2026-04-17 10:35
157,Anonim,Ürün sorunu: dikişler kumaş çok kötü düğmeler düz sıralamada de...,dikişler kumaş çok kötü düğmeler düz sıralamada değil,teknik,1,2026-02-27 19:57
158,Ayşe Yılmaz,Beden değişimi,"Sipariş ettiğim ürün bana büyük geldi. Bir beden küçüğüyle değişim yapmak mümkün mü? Sipariş: SP423869

Teşekkürler,
Ayşe Yılmaz
Tel: 05549158272

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",iade,1,2026-04-23 10:35
159,Kerem Tekin,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 459 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

----- Önceki Mesaj -----
Merhaba Kerem Tekin,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-03-30 10:35
160,Anonim,"Arıza: Kullanılmış defolu ürün gönderilmiş,","Kullanılmış defolu ürün gönderilmiş,",teknik,1,2026-04-08 19:57
161,Anonim,Hatalı ürün: eteği üçüncü giyişim. ilk fotoğraftaki gibi tüylen...,"eteği üçüncü giyişim. ilk fotoğraftaki gibi tüylenmeler oldu eteğin her yerinde. kumaşı irite edecek yerlerde oturmadim, çanta takmadim yine de durum bu. bel lastiği de kendini saldi ki beli bol gelerek giyiyordum, sündürmüş olma ihtimalim yok.",teknik,1,2026-04-26 19:57
162,Anonim,Arıza: Ürün göründüğü gibi güzel fakat defolu geldi yıkad...,Ürün göründüğü gibi güzel fakat defolu geldi yıkadıktan sonra gördüğüm için iade edemedim .,teknik,1,2026-04-12 19:57
163,Anonim,Beden sorunu: Maalesef beğenmedim. Kumaşı pamuklu evet ama beden...,Maalesef beğenmedim. Kumaşı pamuklu evet ama bedene göre boyu şekli tuaf oluyor. Beden büyüdükçe boyu da orantılı olması lazım ama sadece en olarak genişlemiş. Maalesef iade,iade,1,2026-04-08 19:57
164,Anonim,Hatalı ürün: Kalite kontrol yapılmış ama nesine yapılmış anlama...,Kalite kontrol yapılmış ama nesine yapılmış anlamadım. Fermuarını 10 dakikada açtım ve kapatamadım.,teknik,1,2026-04-22 19:57
165,Ayşe Yılmaz,Ürün kullanımı,"Merhaba, yeni aldığım ütü kutudan çıktığında nasıl şarj edilmesi gerekiyor? Kullanım kılavuzunda net bilgi yok.

İyi günler dilerim,
Ayşe Yılmaz

> Ayşe Yılmaz şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",teknik,1,2026-04-13 10:35
166,Anonim,Hatalı ürün: Defolu ürün gönderildi. İade.,Defolu ürün gönderildi. İade.,teknik,1,2026-03-22 19:57
167,Anonim,Hatalı ürün: paçaları resimde geniş gözüküyor bana gelen yamuk...,paçaları resimde geniş gözüküyor bana gelen yamuk yumuk dikilmiş. tek yıldız,teknik,1,2026-04-27 19:57
168,Mustafa Öztürk,DOLANDIRICILIK,"Hiç sipariş vermediğim halde kartımdan 459 TL çekilmiş! Kart bilgilerim sizden mi sızdı? BDDK'ya ve savcılığa şikayette bulunuyorum. Acil müdahale!

İyi günler dilerim,
Mustafa Öztürk

> Mustafa Öztürk şunu yazdı:
> Siparişim hala elime ulaşmadı, lütfen yardımcı olun.",fatura,5,2026-04-16 10:35
169,Anonim,Yanlış ürün: istediğim etek buydu fakat bana bambaşka bir etek...,istediğim etek buydu fakat bana bambaşka bir etek yollandı Lütfen yaptığınız hatayı düzeltin çok mutsuzum.,iade,1,2026-03-25 19:57
170,Anonim,Ürün sorunu: kemer yerleri yok,kemer yerleri yok,teknik,1,2026-04-20 19:57
171,Anonim,Değişim: ne kumaşıni ne dikisini hiç beğenmedim çok ucuz du...,ne kumaşıni ne dikisini hiç beğenmedim çok ucuz duruyo verilen paraya yazik,iade,1,2026-04-21 19:57
172,Anonim,Kalite şikayeti: Tişörtte bildiğin yağ lekesi var siz nasıl kalite...,Tişörtte bildiğin yağ lekesi var siz nasıl kalite kontrol yapıyorsunuz abi. SATICISI KİMSE ACİLEN SATIŞI BIRAKSIN Bİ TİŞÖRT İÇİN BİR SÜRÜ SAÇMA SAPAN ŞEYLE UĞRAŞTIRDILAR BENİ BÖYLE RZKLLİK GÖRMEDİM BEN,teknik,2,2026-03-07 19:57
173,Anonim,Arıza: Zaten evde giymek için almıştım ama ürün lekeli ge...,Zaten evde giymek için almıştım ama ürün lekeli geldi. Birinin giyip iade ettiği ürünü mü yolladınız gerçekten?,teknik,2,2026-03-26 19:57
174,Anonim,Hatalı ürün: ürün iç göstermiuorum çok iyi fakat lekeli geldi s...,ürün iç göstermiuorum çok iyi fakat lekeli geldi sildim ama çıkmıyor. bu tişörte acil işim olduğu için iade etmiyeceğim fakat böyle bi sorun üzdü. Ayrıca tam 1 günde gekdi kargo çok hızlıydı,teknik,3,2026-03-12 19:57
175,Anonim,Arıza: Ürün defolu geldi pile kısımlarında ip çekmiş gibi...,Ürün defolu geldi pile kısımlarında ip çekmiş gibi izler vardı,teknik,1,2026-03-09 19:57
176,Anonim,İade talebi: Pamtolon sipariş ettim elbise geldi,Pamtolon sipariş ettim elbise geldi,iade,1,2026-03-12 19:57
177,Anonim,Hatalı ürün: Aşırı kötü kokuyor ve bel kısmındaki lastik çok öz...,Aşırı kötü kokuyor ve bel kısmındaki lastik çok özensiz. Üç noktadan tutturulmuş tam bir tur dikilmemiş bile.,teknik,1,2026-04-18 19:57
178,Anonim,Arıza: Ürün güzel görselde ki gibi geldi fakat daha bı ka...,Ürün güzel görselde ki gibi geldi fakat daha bı kaç defa giymeme rağmen hemen tüylenme yaptı,teknik,1,2026-03-22 19:57
179,Anonim,"Arıza: ürün sökük geldi insan bir kontrol eder, nasıl iş...","ürün sökük geldi insan bir kontrol eder, nasıl iş yapıyorsunuz!!",teknik,1,2026-04-20 19:57
180,Anonim,Hatalı ürün: İlk yıkamada beyazları renk aldı ve grileşti 30 de...,İlk yıkamada beyazları renk aldı ve grileşti 30 derecede yıkadım çektiğim fotoğrafta daha beyaz görünüyor ama grileşti,teknik,1,2026-03-27 19:57
181,Anonim,Kalite şikayeti: yan dikişleri aşırı kötü yapılmış,yan dikişleri aşırı kötü yapılmış,teknik,1,2026-04-15 19:57
182,Gamze Çetin,Sipariş takibi,"İyi günler, sipariş ettiğim elektrikli süpürge için kargo numarası tarafıma iletilmedi. Yardımcı olabilir misiniz? Sipariş no: SP745830

--
Gamze Çetin",kargo,2,2026-04-17 10:35
183,Anonim,Hatalı ürün: bu tisortun hali ne yikamaya atana kadar biseyi yo...,bu tisortun hali ne yikamaya atana kadar biseyi yoktu bi yikamadan cikti hrr tarafina baskisinin boyasi bulasmus baskisuni elimle bile sökebilirim bu nedir nasil bi kafayla üretildi bu yikanamayacaksa daha ne diyeyim birde ters cevirip yikadim baskisına bisey olmasin diye,teknik,1,2026-04-16 19:57
184,Emine Aydın,Ürün tarif edildiği gibi değil,"Ürün açıklamasında 'su geçirmez' yazıyordu, oysa elime aldığım modelde böyle bir özellik yok. Yanıltıcı bilgi vermişsiniz. Sipariş: SP812296

Saygılarımla,
Emine Aydın

----- Önceki Mesaj -----
Merhaba Emine Aydın,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,4,2026-03-31 10:35
185,Anonim,Ürün sorunu: Lekeli geldi,Lekeli geldi,teknik,2,2026-03-02 19:57
186,Anonim,Beden sorunu: Elime şort geldi bu ne sorumsuzluk,Elime şort geldi bu ne sorumsuzluk,iade,1,2026-03-13 19:57
187,Burak Erdoğan,Kargo şirketi rezalet,"kazak siparişim için kargo görevlisi geldi, ben evdeyken zile bile basmadan 'adres bulunamadı' yazıp gitmiş. Bu üçüncü sefer oluyor. Kargo şirketinizi değiştirin artık!",kargo,3,2026-04-05 10:35
188,Anonim,Beden sorunu: ürün çok güzel ama 2 beden falan küçük almak lazım...,ürün çok güzel ama 2 beden falan küçük almak lazım bol kalıp birde paketleme çok kötüydü bu magzadan daha önce de alış veriş yaptım böyle paketleme görmedim,iade,1,2026-04-27 19:57
189,Onur Yıldırım,Fatura talebi,"Merhaba, SP772580 numaralı siparişim için e-fatura tarafıma ulaşmadı. Tekrar gönderebilir misiniz?

İyi günler dilerim,
Onur Yıldırım

----- Önceki Mesaj -----
Merhaba Onur Yıldırım,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,1,2026-03-29 10:35
190,Selin Aksoy,Garanti sorusu,"İyi günler, 24.03.2026 tarihinde aldığım ütü için garanti belgesini nereden temin edebilirim?

--
Selin Aksoy

----- Önceki Mesaj -----
Merhaba Selin Aksoy,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",teknik,2,2026-04-10 10:35
191,Anonim,Kalite şikayeti: öncelikle üzerinde küçük bi leke var.,öncelikle üzerinde küçük bi leke var.,teknik,2,2026-04-26 19:57
192,Ayşe Yılmaz,Hatalı ücretlendirme,"İptal ettiğim siparişin tutarı hala kartımdan tahsil edilmiş görünüyor. 3299 TL nerede? 5 gündür arıyorum kimse cevap vermiyor.

----- Önceki Mesaj -----
Merhaba Ayşe Yılmaz,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",fatura,4,2026-04-20 10:35
193,Anonim,Ürün sorunu: Yaka kısmı her an sökülecek gibi ince sanırım defo...,Yaka kısmı her an sökülecek gibi ince sanırım defo var orada. Rengi modeli güzel,teknik,1,2026-03-02 19:57
194,Anonim,Kalite şikayeti: fiyonklarının rengi asla ürünün görselindeki gibi...,fiyonklarının rengi asla ürünün görselindeki gibi değil oldukça koyu bir pembe,teknik,1,2026-04-27 19:57
195,Onur Yıldırım,İade onayı bekliyorum,"14.03.2026 tarihinde iade kargosu gönderdim, ulaşmasına rağmen 7 gündür onay gelmedi. Param ne zaman iade olacak? SP743378

İyi günler dilerim,
Onur Yıldırım

----- Önceki Mesaj -----
Merhaba Onur Yıldırım,
Müşteri hizmetlerimize ulaştığınız için teşekkür ederiz. Talebinizi inceleyip size dönüş yapacağız.
İyi günler.",iade,3,2026-04-19 10:35
196,Esra Acar,Ürün beğenilmedi,"İyi günler, aldığım spor ayakkabı beklediğim gibi çıkmadı. 14 gün içinde olduğum için iade etmek istiyorum. Yönlendirme rica ederim.

İyi günler dilerim,
Esra Acar",iade,1,2026-04-09 10:35
